tendPredict,tendPredictEMAn,tendBase,preStopGainLoseTend,preStopCountdown,baseTime,basePrice,tendInventory,inventoryPL,inventoryPLmax,inventoryPLmin,settlePL,settleLoseWorst,settlePLsum,settlePLsumMax,settlePLsumMin,buySaleTimes,dealdate,section,dealtime,priceClose,TendSummary
0.73093706369400024,0.73093706369400024,1,0,0,090700,11105.00,1,143.00,144.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104600,11248.00,1
0.73104625940322876,0.73104625940322876,1,0,0,090700,11105.00,1,147.00,147.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104700,11252.00,1
0.73105317354202271,0.73105317354202271,1,0,0,090700,11105.00,1,153.00,153.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104800,11258.00,1
0.73105853796005249,0.73105853796005249,1,0,0,090700,11105.00,1,155.00,155.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,104900,11260.00,-1
0.73105299472808838,0.73105299472808838,1,0,0,090700,11105.00,1,153.00,155.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105000,11258.00,1
0.73105770349502563,0.73105770349502563,1,0,0,090700,11105.00,1,139.00,155.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105100,11244.00,1
0.73105818033218384,0.73105818033218384,1,0,0,090700,11105.00,1,160.00,160.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105200,11265.00,1
0.73105847835540771,0.73105847835540771,1,0,0,090700,11105.00,1,167.00,167.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105300,11272.00,0
0.73105823993682861,0.73105823993682861,1,0,0,090700,11105.00,1,169.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105400,11274.00,0
0.73105859756469727,0.73105859756469727,1,0,0,090700,11105.00,1,167.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105500,11272.00,-1
0.73077929019927979,0.73077929019927979,1,0,0,090700,11105.00,1,162.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105600,11267.00,-1
0.73092395067214966,0.73092395067214966,1,0,0,090700,11105.00,1,155.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105700,11260.00,-1
0.73042100667953491,0.73042100667953491,1,0,0,090700,11105.00,1,155.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105800,11260.00,-1
0.730873167514801,0.730873167514801,1,0,0,090700,11105.00,1,150.00,169.00,-18.00,0,-18.00,-18.00,0,-18.00,3,20200302,1,105900,11255.00,-1
